Friend_count,Follower_count,Following_count,profile_picture,id,Name,cover_photo,Công việc,Học vấn,Nơi từng sống,Giới thiệu về Duy,Trích dẫn yêu thích,Giới thiệu về Thảo,Giới thiệu về Cường,Giới thiệu về Tánh,Giới thiệu về Biển,Giới thiệu về Hanh,Giới thiệu về Thiên,Giới thiệu về Hùng,Giới thiệu về Thế Hiền,Giới thiệu về Hoàng,Giới thiệu về Tan,Giới thiệu về Hột Quẹt - Bật Lửa ZIPPO,Giới thiệu về Thiên Ân,Giới thiệu về Quân,Giới thiệu về Hào,Giới thiệu về Lủi,Giới thiệu về Nun,Giới thiệu về Khanh,Giới thiệu về Tri Lam,Giới thiệu về Kha,Giới thiệu về Phuong,Giới thiệu về Tuấn,Giới thiệu về Ngọc,Giới thiệu về Sanh,Giới thiệu về Lâm,Giới thiệu về Dũng,Giới thiệu về Chuột,Giới thiệu về Minh Anh,Giới thiệu về Đức
,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-1/336916931_652761096615138_1888280612209102605_n.jpg?stp=cp0_dst-jpg_e15_p120x120_q65&_nc_cat=110&ccb=1-7&_nc_sid=4da83f&_nc_ohc=k_4iFQGk65UAX9Qwih8&_nc_ht=scontent.fhan14-3.fna&oh=00_AfAB1ETONb3hhuFF5bvr-hiaXKZHuU4PRdRm79v2_eCm0g&oe=6570826C,100036630374879,Hoang Hieu Nguyen,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/335334849_1870051516685084_7907187737560853053_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=110&ccb=1-7&_nc_sid=ff2d77&_nc_ohc=1y75FI2vcC8AX-H3fKB&_nc_ht=scontent.fhan14-3.fna&oh=00_AfAp47BW8FQ4zAptpJHvfSBcfKU9pXxOgoMbmF0G-anIhw&oe=657059D5,"Trường Thcs&Thpt Vĩnh Hòa, U Minh Thượng, Kiên Giang
High School Librarian","Trường Đại Học Trà Vinh
Cao đẳng/Đại học
Từ 15 tháng 10, 2020 đến nay
Wed trường bao sập
Trường Đại Học Trà Vinh
Cao đẳng/Đại học
Từ 15 tháng 10, 2020 đến nay
Wed trường bao sập
Trường Thcs&Thpt Vĩnh Hòa, U Minh Thượng, Kiên Giang
Trường trung học","Ã?Inh Hoa, Kiến Giang, Vietnam
Quê quán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-1/245328178_1464543467279652_217720084953657675_n.jpg?stp=cp0_dst-jpg_e15_p120x120_q65&_nc_cat=100&ccb=1-7&_nc_sid=4da83f&_nc_ohc=Ob13Io0mB_cAX_hjVPN&_nc_ht=scontent.fhan14-2.fna&oh=00_AfBrzP3vCJzcN8FXNwcAjMTktb5YFnEJ__T-wQxAj6DoeQ&oe=6571930B,100011720376075,Leo Dương,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/370555699_1931171810616813_6015657171112086954_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=100&ccb=1-7&_nc_sid=ff2d77&_nc_ohc=3EcGjxxsXBcAX8N2Eug&_nc_ht=scontent.fhan14-2.fna&oh=00_AfAiay5a-YcTjgh3qCoW_uw7jbKWplUSpkpZMlNOU44TYQ&oe=65718588,,"Đại học Bách khoa Hà Nội - Hanoi University of Science and Technology
Cao đẳng/Đại học
Từ 29 tháng 9, 2020 đến nay
Trường THCS Phan Bội Châu
Cao đẳng/Đại học
THPT TỨ KỲ
Trường trung học","Hà Nội
Tỉnh/Thành phố hiện tại",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/405935446_858775562914658_5637936020635400535_n.jpg?stp=cp0_dst-jpg_e15_q65_s120x120&_nc_cat=105&ccb=1-7&_nc_sid=4da83f&_nc_ohc=KFbI_dvoBcMAX82uuYc&_nc_ht=scontent.fhan14-1.fna&oh=00_AfCoiAhrcFhNKIWTl7Sb8Bl5FoqFQ9LZFol-CX4kifydgA&oe=657114F4,100063466653066,Nguyễn Nhật Đang,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-6/386425389_826600049465543_1377149859176290985_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=109&ccb=1-7&_nc_sid=ff2d77&_nc_ohc=_EEPiE9KJo0AX-33Jbg&_nc_ht=scontent.fhan14-4.fna&oh=00_AfBEwxaPlYYUC0KdCv3jtXVW99w0EHGz_rtFEE5CCA_Bng&oe=6571B89F,"Marian Square Phú Quốc Shoptel
15 tháng 10, 2023 - Hiện tại",,"Phu Quoc, Kiến Giang, Vietnam
Tỉnh/Thành phố hiện tại
Bạc Liêu (thành phố)
Quê quán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.6435-1/148917718_120477063336724_4493839631208725338_n.jpg?stp=cp0_dst-jpg_e15_q65_s120x120&_nc_cat=109&ccb=1-7&_nc_sid=db1b99&_nc_ohc=qWCsgaerax4AX8YbXzc&_nc_ht=scontent.fhan14-4.fna&oh=00_AfC8FJPYZ3oxLODmDGqs3zNbQFGhMgDsWEEdLwavnmQFag&oe=6593A239,100061232912379,Công Danh Tạ,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.6435-9/133509994_100834405300990_1548477006416923592_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=111&ccb=1-7&_nc_sid=d668b3&_nc_ohc=mc5O3a9db0cAX_RXxxb&_nc_ht=scontent.fhan14-4.fna&oh=00_AfD3AnhpWX-nVCEUa81sndRHuDz0h4Q_JbChlBFFwAK43w&oe=6593B39C,,"IUH - Trường Đại học Công nghiệp TP.HCM
Công Nghệ Kỹ Thuật Cơ Điện Tử
31 tháng 7, 2018 - Hiện tại
THPT Trần Quang Diệu
Trường trung học
Trường THCS ĐỨC LÂN
Trường trung học
2015 - Hiện tại","Thành phố Hồ Chí Minh
Tỉnh/Thành phố hiện tại
Mộ Đức, Quảng Ngãi, Vietnam
Quê quán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/375857348_835014485000707_6998997918319717190_n.jpg?stp=cp0_dst-jpg_e15_p120x120_q65&_nc_cat=105&ccb=1-7&_nc_sid=4da83f&_nc_aid=0&_nc_ohc=iZvH1BhwUtgAX-FlZge&_nc_ht=scontent.fhan14-1.fna&oh=00_AfDkokm1HBlGgklnL_N7g-UF-1k1rzIhktNQRC--cTwkMg&oe=6570AD8A,100054764895992,Ngô Văn Đan,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/377760728_835014811667341_4556737402526845525_n.jpg?stp=cp1_dst-jpg_e15_fr_q65&_nc_cat=104&ccb=1-7&_nc_sid=ff2d77&_nc_ohc=Uh2sBqxT61YAX_6vK3C&_nc_ht=scontent.fhan14-3.fna&oh=00_AfC7axKBICx9PKMZ8SiP38OelI5oELC82nCtMqOEVq4NPQ&oe=65706237,Hà Nội,"Trường THPT Hương Sơn
Cao đẳng/Đại học
THCS Nguyễn Tuấn Thiện
Trường trung học","Pho Chau, Nghe Tinh, Vietnam
Tỉnh/Thành phố hiện tại
Pho Chau, Nghe Tinh, Vietnam
Quê quán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.30497-1/143086968_2856368904622192_1959732218791162458_n.png?stp=dst-png_p120x120&_nc_cat=1&ccb=1-7&_nc_sid=db1b99&_nc_ohc=ai7e9x4HZdsAX-T7_r8&_nc_ht=scontent.fhan14-3.fna&oh=00_AfAwoiDd8ExJ082e0_GDB3tjxamHulxOakaNb5kpM9U3HQ&oe=6593B378,100045186669464,Thuc Uyen,,"Làm vợ của anh
2 tháng 12, 2023 - Hiện tại",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/332019897_1604154446692672_7601101129005141163_n.jpg?stp=cp0_dst-jpg_e15_p120x120_q65&_nc_cat=105&ccb=1-7&_nc_sid=4da83f&_nc_ohc=x2TZ8dtAQfIAX9yp95F&_nc_ht=scontent.fhan14-1.fna&oh=00_AfBA0FcTOVm4HhzwPmrkIZERK7mJqmJWwu6QZzNl1GBSyA&oe=6571A147,100035251931197,Nguyễn Tiến Đức,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/332277199_684480780028671_4389614781048265831_n.jpg?stp=cp0_dst-jpg_e15_q65_s320x320&_nc_cat=110&ccb=1-7&_nc_sid=ff2d77&_nc_ohc=o_RTTmfnmDMAX_Jjsv_&_nc_ht=scontent.fhan14-3.fna&oh=00_AfDtlN462b8eHNVwznpb9Jgj1aFM6hsAy6GPjwqQBB5Z1A&oe=657211BA,,,"Cẩm Phả
Tỉnh/Thành phố hiện tại
Cẩm Phả
Quê quán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.30497-1/143086968_2856368904622192_1959732218791162458_n.png?stp=dst-png_p120x120&_nc_cat=1&ccb=1-7&_nc_sid=db1b99&_nc_ohc=ai7e9x4HZdsAX-T7_r8&_nc_ht=scontent.fhan14-3.fna&oh=00_AfAwoiDd8ExJ082e0_GDB3tjxamHulxOakaNb5kpM9U3HQ&oe=6593B378,100027213662794,Hoàng Phúc,,,,"Bến Tre
Quê quán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/302492912_3194702287445404_303348262973761750_n.jpg?stp=cp0_dst-jpg_e15_p120x120_q65&_nc_cat=107&ccb=1-7&_nc_sid=4da83f&_nc_ohc=dQ2gnAaOQFMAX8pVwps&_nc_ht=scontent.fhan14-1.fna&oh=00_AfAzNc0n5BTCaphYHLJ7RJD_f6CVEMHWS8UgNERjpHfT0g&oe=657086D2,100007169922600,Phạm Trí,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.6435-9/36755289_2076595105922800_5860857787382235136_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=107&ccb=1-7&_nc_sid=d668b3&_nc_ohc=FJl0uLjwvtwAX8BxpyA&_nc_ht=scontent.fhan14-1.fna&oh=00_AfCs48jdi41TcumGFNMf0nyuVY47wB1DZkMZO9xyAY429Q&oe=65939AFF,,,"Ban M'Drack, Đắc Lắk, Vietnam
Tỉnh/Thành phố hiện tại
Thành phố Hồ Chí Minh
Quê quán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-1/405210548_319737137672861_1782637397273248175_n.jpg?stp=cp0_dst-jpg_e15_p120x120_q65&_nc_cat=108&ccb=1-7&_nc_sid=4da83f&_nc_ohc=CH-aidkJOGoAX9ZKrtN&_nc_ht=scontent.fhan14-2.fna&oh=00_AfCfRklKhG_-ysYXylrp8Bg-puWdJ-tYeugzkUJIlTEMfA&oe=65721829,100089097314058,Ph Tuệ,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/378147599_276669478646294_4122334010088582825_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=103&ccb=1-7&_nc_sid=ff2d77&_nc_ohc=gHXSL3hafbsAX_FFKIA&_nc_ht=scontent.fhan14-3.fna&oh=00_AfALamS0iR6741-OHQT1BERnsl46AQ0eNWDkPqn2TMZ20g&oe=657106BB,"Gundam.Info Asia
Từ 28 tháng 2, 2023 đến nay","Trường THPT B Bình Lục
Trường trung học
Trường THCS Bồ Đề
Trường trung học","Ha-Nam, Hà Nam, Vietnam
Tỉnh/Thành phố hiện tại
Ha-Nam, Hà Nam, Vietnam
Quê quán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-1/292477281_107879228655824_2935265277818823749_n.jpg?stp=cp0_dst-jpg_e15_q65_s120x120&_nc_cat=108&ccb=1-7&_nc_sid=4da83f&_nc_ohc=p9zsgUlMGkMAX9BcJ7V&_nc_ht=scontent.fhan14-2.fna&oh=00_AfCiuiHSq-iZy46jirjTZWNwuTflDmPFv-PO4f3bEhih4A&oe=6571CFD1,100083012417370,Ời Mi Ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-1/407297437_313875804865922_2203729411314533333_n.jpg?stp=cp0_dst-jpg_e15_p120x120_q65&_nc_cat=103&ccb=1-7&_nc_sid=4da83f&_nc_ohc=L1xDu3AbHrgAX90HQUc&_nc_ht=scontent.fhan14-3.fna&oh=00_AfBfgUZBQTR_gcv8NwCiB4Gww_a0XkrFZRNiX6NV8SJllw&oe=65715507,100087305153480,Ẩn Danh,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-6/395151170_293388490247987_3053135764075707781_n.jpg?stp=cp1_dst-jpg_e15_q65_s320x320&_nc_cat=101&ccb=1-7&_nc_sid=ff2d77&_nc_ohc=LtjcQAHL0CMAX_wUhlQ&_nc_ht=scontent.fhan14-1.fna&oh=00_AfBosrna4UhR5ES9Ha2rsGZHGCURNo4JEbivVqjRoeJ-QQ&oe=6571DA6E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-1/387841370_358146356650810_4266700233026764546_n.jpg?stp=c0.0.120.120a_cp0_dst-jpg_e15_p120x120_q65&_nc_cat=104&ccb=1-7&_nc_sid=4da83f&_nc_ohc=DAypnoVujF8AX-4WxZR&_nc_ht=scontent.fhan14-3.fna&oh=00_AfAdyDY9Nk5oiWtBMFEAI2zaB32ksw6xWmOlM2KIFe19UA&oe=6570A2A2,100073663464183,Nguyễn Văn Nhật,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/351371188_2926762204121024_3411270578112382112_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=106&ccb=1-7&_nc_sid=ff2d77&_nc_ohc=rF_hf-FkA-8AX_ZmoBb&_nc_ht=scontent.fhan14-2.fna&oh=00_AfBlQuAMQdu8l82M48eHAYZ_Iw3jzuTAr9nU-dLBw9LI4g&oe=65704B69,,"THCS Thuy Phuong
Trường trung học","Huế
Tỉnh/Thành phố hiện tại
Huế
Quê quán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/279025282_1200914797320391_7005280287047021224_n.jpg?stp=cp0_dst-jpg_e15_p120x120_q65&_nc_cat=101&ccb=1-7&_nc_sid=4da83f&_nc_ohc=OzVSWxA7BpIAX_yDDRY&_nc_ht=scontent.fhan14-1.fna&oh=00_AfCxHHvAVTMXG6G_Igd2OPWbh_NCq3dU_YIK6e59qkNBuw&oe=657063D9,100022056458738,Minh Duy,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/277101119_1173986753346529_5022959478175744986_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=110&ccb=1-7&_nc_sid=ff2d77&_nc_ohc=YEPI_4oGwDYAX8sUMyz&_nc_oc=AQmHkiRDtP8WVWDEnpoqQNJ2ArBqeNbQnX0HmjHvCuAqIFym6-EFh4iK3D6MppUOxFU&_nc_ht=scontent.fhan14-3.fna&oh=00_AfCZ4ZIvf-O_CWmGY2aUC8RXMsWEMebb4G7SqDa5k2BiLw&oe=65719BBC,,"Trường Đại học Khoa học Tự nhiên, Đại học Quốc gia TP.HCM
Cao đẳng/Đại học
2022 - Hiện tại","Tây Ninh
Tỉnh/Thành phố hiện tại
Tây Ninh
Quê quán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-1/405233586_903773211305848_4363157636490423701_n.jpg?stp=cp0_dst-jpg_e15_p120x120_q65&_nc_cat=104&ccb=1-7&_nc_sid=4da83f&_nc_ohc=Ree_x2eYmAIAX_CBqwM&_nc_ht=scontent.fhan14-3.fna&oh=00_AfCmy6OWLtO3xJFHTEhVsjI4MBzv70h89serQfnQkpkqNA&oe=65710C2B,100050195328779,Phạm Thị Thư,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/306273186_638014501215055_1140504536968790832_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=108&ccb=1-7&_nc_sid=ff2d77&_nc_ohc=eawYOzuEv6sAX8s66Bs&_nc_ht=scontent.fhan14-2.fna&oh=00_AfBA0aQc3D_gyHgSEHUdUJ8r-xlsm1FAVv1ini3gk9A4sw&oe=65708666,,"THPT Ngọc Lặc
Trường trung học","Thanh Hóa
Tỉnh/Thành phố hiện tại
Ngọc Lặc
Quê quán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
